"","Entrez_ID","Gene_symbol","Gene_description","Chromosome","Map_location","Model_scientific_name","Model_common_name","Gene_function"
"202","100506311","HOTAIRM1","HOXA transcript antisense RNA, myeloid-specific 1","7","7p15.2","Homo sapiens","human","This non-coding locus is located in the HOX gene cluster. Transcription of this locus is induced by retinoic acid, and transcripts likely function in regulation of myelopoiesis through transcriptional activation of several genes in the HOXA cluster, in addition to several beta-2 integrins. [provided by RefSeq, Jan 2013]"
"203","64409","GALNT17","polypeptide N-acetylgalactosaminyltransferase 17","7","7q11.22","Homo sapiens","human","This gene encodes an N-acetylgalactosaminyltransferase. This gene is located centromeric to the common deleted region in Williams-Beuren syndrome (WBS), a multisystem developmental disorder caused by the deletion of contiguous genes at 7q11.23. This protein may play a role in membrane trafficking. [provided by RefSeq, Jan 2013]"
"204","5274","SERPINI1","serpin family I member 1","3","3q26.1","Homo sapiens","human","This gene encodes a member of the serpin superfamily of serine proteinase inhibitors. The protein is primarily secreted by axons in the brain, and preferentially reacts with and inhibits tissue-type plasminogen activator. It is thought to play a role in the regulation of axonal growth and the development of synaptic plasticity. Mutations in this gene result in familial encephalopathy with neuroserpin inclusion bodies (FENIB), which is a dominantly inherited form of familial encephalopathy and epilepsy characterized by the accumulation of mutant neuroserpin polymers. Multiple alternatively spliced variants, encoding the same protein, have been identified. [provided by RefSeq, Jul 2008]"
"205","231","AKR1B1","aldo-keto reductase family 1 member B","7","7q33","Homo sapiens","human","This gene encodes a member of the aldo/keto reductase superfamily, which consists of more than 40 known enzymes and proteins. This member catalyzes the reduction of a number of aldehydes, including the aldehyde form of glucose, and is thereby implicated in the development of diabetic complications by catalyzing the reduction of glucose to sorbitol. Multiple pseudogenes have been identified for this gene. The nomenclature system used by the HUGO Gene Nomenclature Committee to define human aldo-keto reductase family members is known to differ from that used by the Mouse Genome Informatics database. [provided by RefSeq, Feb 2009]"
"206","26872","STEAP1","STEAP family member 1","7","7q21.13","Homo sapiens","human","This gene is predominantly expressed in prostate tissue, and is found to be upregulated in multiple cancer cell lines. The gene product is predicted to be a six-transmembrane protein, and was shown to be a cell surface antigen significantly expressed at cell-cell junctions. [provided by RefSeq, Jul 2008]"
"207","7163","TPD52","tumor protein D52","8","8q21.13","Homo sapiens","human","Enables calcium ion binding activity and protein homodimerization activity. Involved in B cell differentiation. Located in endoplasmic reticulum and perinuclear region of cytoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"208","10570","DPYSL4","dihydropyrimidinase like 4","10","10q26.3","Homo sapiens","human","Enables filamin binding activity. Predicted to be involved in nervous system development. Predicted to be located in cytosol. [provided by Alliance of Genome Resources, Apr 2022]"
"209","1280","COL2A1","collagen type II alpha 1 chain","12","12q13.11","Homo sapiens","human","This gene encodes the alpha-1 chain of type II collagen, a fibrillar collagen found in cartilage and the vitreous humor of the eye. Mutations in this gene are associated with achondrogenesis, chondrodysplasia, early onset familial osteoarthritis, SED congenita, Langer-Saldino achondrogenesis, Kniest dysplasia, Stickler syndrome type I, and spondyloepimetaphyseal dysplasia Strudwick type. In addition, defects in processing chondrocalcin, a calcium binding protein that is the C-propeptide of this collagen molecule, are also associated with chondrodysplasia. There are two transcripts identified for this gene. [provided by RefSeq, Jul 2008]"
"210","2913","GRM3","glutamate metabotropic receptor 3","7","7q21.11-q21.12","Homo sapiens","human","L-glutamate is the major excitatory neurotransmitter in the central nervous system and activates both ionotropic and metabotropic glutamate receptors. Glutamatergic neurotransmission is involved in most aspects of normal brain function and can be perturbed in many neuropathologic conditions. The metabotropic glutamate receptors are a family of G protein-coupled receptors, that have been divided into 3 groups on the basis of sequence homology, putative signal transduction mechanisms, and pharmacologic properties. Group I includes GRM1 and GRM5 and these receptors have been shown to activate phospholipase C. Group II includes GRM2 and GRM3 while Group III includes GRM4, GRM6, GRM7 and GRM8. Group II and III receptors are linked to the inhibition of the cyclic AMP cascade but differ in their agonist selectivities. [provided by RefSeq, Jul 2008]"
"211","145482","PTGR2","prostaglandin reductase 2","14","14q24.3","Homo sapiens","human","This gene encodes an enzyme involved in the metabolism of prostaglandins. The encoded protein catalyzes the NADPH-dependent conversion of 15-keto-prostaglandin E2 to 15-keto-13,14-dihydro-prostaglandin E2. This protein may also be involved in regulating activation of the peroxisome proliferator-activated receptor. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2009]"
"212","220979","ZNF22-AS1","ZNF22 antisense RNA 1","10","10q11.21","Homo sapiens","human","Predicted to be located in extracellular region. [provided by Alliance of Genome Resources, Apr 2022]"
"213","64118","DUS1L","dihydrouridine synthase 1 like","17","17q25.3","Homo sapiens","human","Predicted to enable tRNA dihydrouridine synthase activity. Predicted to be involved in tRNA dihydrouridine synthesis. [provided by Alliance of Genome Resources, Apr 2022]"
"214","6764","DENND2B","DENN domain containing 2B","11","11p15.4","Homo sapiens","human","This gene was identified by its ability to suppress the tumorigenicity of Hela cells in nude mice. The protein encoded by this gene contains a C-terminal region that shares similarity with the Rab 3 family of small GTP binding proteins. This protein preferentially binds to the SH3 domain of c-Abl kinase, and acts as a regulator of MAPK1/ERK2 kinase, which may contribute to its ability to reduce the tumorigenic phenotype in cells. Three alternatively spliced transcript variants of this gene encoding distinct isoforms are identified. [provided by RefSeq, Jul 2008]"
"215","1678","TIMM8A","translocase of inner mitochondrial membrane 8A","X","Xq22.1","Homo sapiens","human","This translocase is involved in the import and insertion of hydrophobic membrane proteins from the cytoplasm into the mitochondrial inner membrane. The gene is mutated in Mohr-Tranebjaerg syndrome/Deafness Dystonia Syndrome (MTS/DDS) and it is postulated that MTS/DDS is a mitochondrial disease caused by a defective mitochondrial protein import system. Defects in this gene also cause Jensen syndrome; an X-linked disease with opticoacoustic nerve atrophy and muscle weakness. This protein, along with TIMM13, forms a 70 kDa heterohexamer. Alternative splicing results in multiple transcript variants encoding distinct isoforms.[provided by RefSeq, Mar 2009]"
"216","94121","SYTL4","synaptotagmin like 4","X","Xq22.1","Homo sapiens","human","This gene encodes a member of the synaptotagmin like protein family. Members of this family are characterized by an N-terminal Rab27 binding domain and C-terminal tandem C2 domains. The encoded protein binds specific small Rab GTPases and is involved in intracellular membrane trafficking. This protein binds Rab27 and may be involved in inhibiting dense core vesicle exocytosis. Alternate splicing results in multiple transcript variants that encode the same protein. [provided by RefSeq, Mar 2010]"
"217","10938","EHD1","EH domain containing 1","11","11q13.1","Homo sapiens","human","This gene belongs to a highly conserved gene family encoding EPS15 homology (EH) domain-containing proteins. The protein-binding EH domain was first noted in EPS15, a substrate for the epidermal growth factor receptor. The EH domain has been shown to be an important motif in proteins involved in protein-protein interactions and in intracellular sorting. The protein encoded by this gene is thought to play a role in the endocytosis of IGF1 receptors. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Sep 2013]"
"218","1958","EGR1","early growth response 1","5","5q31.2","Homo sapiens","human","The protein encoded by this gene belongs to the EGR family of C2H2-type zinc-finger proteins. It is a nuclear protein and functions as a transcriptional regulator. The products of target genes it activates are required for differentitation and mitogenesis. Studies suggest this is a cancer suppressor gene. [provided by RefSeq, Dec 2014]"
"219","196500","PIANP","PILR alpha associated neural protein","12","12p13.31","Homo sapiens","human","This gene encodes a ligand for the paired immunoglobin-like type 2 receptor alpha, and so may be involved in immune regulation. Alternate splicing results in multiple transcript variants encoding different proteins. [provided by RefSeq, Sep 2011]"
"220","3939","LDHA","lactate dehydrogenase A","11","11p15.1","Homo sapiens","human","This gene encodes the A subunit of lactate dehydrogenase enzyme which catalyzes the reversible conversion of pyruvate to lactate with the concomitant oxidation of NADH to NAD in anaerobic glycolysis. The protein is found predominantly in skeletal muscle and belongs to the lactate dehydrogenase family. Mutations in this gene have been linked to exertional myoglobinuria. The human genome contains several non-transcribed pseudogenes of this gene. [provided by RefSeq, Sep 2023]"
"221","6875","TAF4B","TATA-box binding protein associated factor 4b","18","18q11.2","Homo sapiens","human","TATA binding protein (TBP) and TBP-associated factors (TAFs) participate in the formation of the TFIID protein complex, which is involved in initiation of transcription of genes by RNA polymerase II. This gene encodes a cell type-specific TAF that may be responsible for mediating transcription by a subset of activators in B cells. Three transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Jun 2014]"
"222","1381","CRABP1","cellular retinoic acid binding protein 1","15","15q25.1","Homo sapiens","human","This gene encodes a specific binding protein for a vitamin A family member and is thought to play an important role in retinoic acid-mediated differentiation and proliferation processes. It is structurally similar to the cellular retinol-binding proteins, but binds only retinoic acid at specific sites within the nucleus, which may contribute to vitamin A-directed differentiation in epithelial tissue. [provided by RefSeq, Jul 2008]"
"223","81931","ZNF93","zinc finger protein 93","19","19p12","Homo sapiens","human","Enables DNA-binding transcription factor activity. Involved in negative regulation of transcription, DNA-templated and negative regulation of transposon integration. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"224","3823","KLRC3","killer cell lectin like receptor C3","12","12p13.2","Homo sapiens","human","Natural killer (NK) cells are lymphocytes that can mediate lysis of certain tumor cells and virus-infected cells without previous activation. They can also regulate specific humoral and cell-mediated immunity. NK cells preferentially express several calcium-dependent (C-type) lectins, which have been implicated in the regulation of NK cell function. KLRC3 is a member of the NKG2 group which are expressed primarily in natural killer (NK) cells and encodes a family of transmembrane proteins characterized by a type II membrane orientation (extracellular C terminus) and the presence of a C-type lectin domain. The NKG2 gene family is located within the NK complex, a region that contains several C-type lectin genes preferentially expressed on NK cells. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]"
"225","10799","RPP40","ribonuclease P/MRP subunit p40","6","6p25.1","Homo sapiens","human","Enables ribonuclease P RNA binding activity. Contributes to ribonuclease P activity. Involved in tRNA 5'-leader removal. Part of multimeric ribonuclease P complex. [provided by Alliance of Genome Resources, Apr 2022]"
"226","145853","C15orf61","chromosome 15 open reading frame 61","15","15q23","Homo sapiens","human","Predicted to be located in extracellular region. [provided by Alliance of Genome Resources, Apr 2022]"
"227","11098","PRSS23","serine protease 23","11","11q14.2","Homo sapiens","human","This gene encodes a conserved member of the trypsin family of serine proteases. Mouse studies found a decrease of mRNA levels of this gene after ovulation was induced. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jun 2014]"
"228","4282","MIF","macrophage migration inhibitory factor","22","22q11.23","Homo sapiens","human","This gene encodes a lymphokine involved in cell-mediated immunity, immunoregulation, and inflammation. It plays a role in the regulation of macrophage function in host defense through the suppression of anti-inflammatory effects of glucocorticoids. This lymphokine and the JAB1 protein form a complex in the cytosol near the peripheral plasma membrane, which may indicate an additional role in integrin signaling pathways. [provided by RefSeq, Jul 2008]"
"229","1730","DIAPH2","diaphanous related formin 2","X","Xq21.33","Homo sapiens","human","The product of this gene belongs to the diaphanous subfamily of the formin homology family of proteins. This gene may play a role in the development and normal function of the ovaries. Defects in this gene have been linked to premature ovarian failure 2. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2008]"
"230","1368","CPM","carboxypeptidase M","12","12q15","Homo sapiens","human","The protein encoded by this gene is a membrane-bound arginine/lysine carboxypeptidase. Its expression is associated with monocyte to macrophage differentiation. This encoded protein contains hydrophobic regions at the amino and carboxy termini and has 6 potential asparagine-linked glycosylation sites. The active site residues of carboxypeptidases A and B are conserved in this protein. Three alternatively spliced transcript variants encoding the same protein have been described for this gene. [provided by RefSeq, Jul 2008]"
"231","147495","APCDD1","APC down-regulated 1","18","18p11.22","Homo sapiens","human","This locus encodes an inhibitor of the Wnt signaling pathway. Mutations at this locus have been associated with hereditary hypotrichosis simplex. Increased expression of this gene may also be associated with colorectal carcinogenesis.[provided by RefSeq, Sep 2010]"
"232","3251","HPRT1","hypoxanthine phosphoribosyltransferase 1","X","Xq26.2-q26.3","Homo sapiens","human","The protein encoded by this gene is a transferase, which catalyzes conversion of hypoxanthine to inosine monophosphate and guanine to guanosine monophosphate via transfer of the 5-phosphoribosyl group from 5-phosphoribosyl 1-pyrophosphate. This enzyme plays a central role in the generation of purine nucleotides through the purine salvage pathway. Mutations in this gene result in Lesch-Nyhan syndrome or gout.[provided by RefSeq, Jun 2009]"
"233","4504","MT3","metallothionein 3","16","16q13","Homo sapiens","human","This gene is a member of the metallothionein family of genes. Proteins encoded by this gene family are low in molecular weight, are cysteine-rich, lack aromatic residues, and bind divalent heavy metal ions. This gene family member displays tissue-specific expression, and contains a threonine insert near its N-terminus and a glutamate-rich hexapeptide insert near its C-terminus relative to the proteins encoded by other gene family members. It plays an important role in zinc and copper homeostasis, and is induced under hypoxic conditions. The encoded protein is a growth inhibitory factor, and reduced levels of the protein are observed in the brains of individuals with some metal-linked neurodegenerative disorders such as Alzheimer's disease. [provided by RefSeq, Sep 2017]"
"234","27010","TPK1","thiamin pyrophosphokinase 1","7","7q35","Homo sapiens","human","The protein encoded by this gene functions as a homodimer and catalyzes the conversion of thiamine to thiamine pyrophosphate, a cofactor for some enzymes of the glycolytic and energy production pathways. Defects in this gene are a cause of thiamine metabolism dysfunction syndrome-5. [provided by RefSeq, Apr 2017]"
"235","221035","REEP3","receptor accessory protein 3","10","10q21.3","Homo sapiens","human","Predicted to enable microtubule binding activity. Involved in mitotic nuclear membrane reassembly. Predicted to be integral component of membrane. Predicted to be active in cytoplasmic microtubule; endoplasmic reticulum membrane; and endoplasmic reticulum tubular network. [provided by Alliance of Genome Resources, Apr 2022]"
"236","26577","PCOLCE2","procollagen C-endopeptidase enhancer 2","3","3q23","Homo sapiens","human","Enables collagen binding activity; heparin binding activity; and peptidase activator activity. Predicted to be involved in positive regulation of peptidase activity. Predicted to act upstream of or within cellular response to leukemia inhibitory factor. Predicted to be located in extracellular region. [provided by Alliance of Genome Resources, Apr 2022]"
"237","5122","PCSK1","proprotein convertase subtilisin/kexin type 1","5","5q15","Homo sapiens","human","This gene encodes a member of the subtilisin-like proprotein convertase family, which includes proteases that process protein and peptide precursors trafficking through regulated or constitutive branches of the secretory pathway. The encoded protein undergoes an initial autocatalytic processing event in the ER to generate a heterodimer which exits the ER and sorts to subcellular compartments where a second autocatalytic even takes place and the catalytic activity is acquired. The protease is packaged into and activated in dense core secretory granules and expressed in the neuroendocrine system and brain. This gene encodes one of the seven basic amino acid-specific members which cleave their substrates at single or paired basic residues. It functions in the proteolytic activation of polypeptide hormones and neuropeptides precursors. Mutations in this gene have been associated with susceptibility to obesity and proprotein convertase 1/3 deficiency. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene [provided by RefSeq, Jan 2014]"
"238","26022","TMEM98","transmembrane protein 98","17","17q11.2","Homo sapiens","human","This gene encodes a transmembrane protein. A missense mutation in this gene result in Nanophthalmos 4 (NNO4). Alternatively spliced transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Sep 2014]"
"239","10439","OLFM1","olfactomedin 1","9","9q34.3","Homo sapiens","human","This gene product shares extensive sequence similarity with the rat neuronal olfactomedin-related ER localized protein. While the exact function of the encoded protein is not known, its abundant expression in brain suggests that it may have an essential role in nerve tissue. Several alternatively spliced transcripts encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
"240","57685","CACHD1","cache domain containing 1","1","1p31.3","Homo sapiens","human","Predicted to enable voltage-gated calcium channel activity. Predicted to be involved in calcium ion transmembrane transport. Predicted to be integral component of membrane. Predicted to be part of voltage-gated calcium channel complex. [provided by Alliance of Genome Resources, Apr 2022]"
"241","80223","RAB11FIP1","RAB11 family interacting protein 1","8","8p11.23","Homo sapiens","human","This gene encodes one of the Rab11-family interacting proteins (Rab11-FIPs), which play a role in the Rab-11 mediated recycling of vesicles. The encoded protein may be involved in endocytic sorting, trafficking of proteins including integrin subunits and epidermal growth factor receptor (EGFR), and transport between the recycling endosome and the trans-Golgi network. Alternative splicing results in multiple transcript variants. A pseudogene is described on the X chromosome. [provided by RefSeq, Dec 2013]"
"242","100996740","LOC100996740","uncharacterized LOC100996740","1","1q21.1","Homo sapiens","human",""
"243","4782","NFIC","nuclear factor I C","19","19p13.3","Homo sapiens","human","The protein encoded by this gene belongs to the CTF/NF-I family. These are dimeric DNA-binding proteins, and function as cellular transcription factors and as replication factors for adenovirus DNA replication. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Oct 2011]"
"244","22915","MMRN1","multimerin 1","4","4q22.1","Homo sapiens","human"," Multimerin is a massive, soluble protein found in platelets and in the endothelium of blood vessels.  It is comprised of subunits linked by interchain disulfide bonds to form large, variably sized homomultimers.  Multimerin is a factor V/Va-binding protein and may function as a carrier protein for platelet factor V.  It may also have functions as an extracellular matrix or adhesive protein.  Recently, patients with an unusual autosomal-dominant bleeding disorder (factor V Quebec) were found to have a deficiency of platelet multimerin. [provided by RefSeq, Jul 2008]"
"245","10418","SPON1","spondin 1","11","11p15.2","Homo sapiens","human","Predicted to be an extracellular matrix structural constituent. Predicted to be involved in cell adhesion. Predicted to act upstream of or within positive regulation of protein binding activity; positive regulation of protein processing; and regulation of amyloid precursor protein catabolic process. Located in extracellular space. Colocalizes with collagen-containing extracellular matrix. [provided by Alliance of Genome Resources, Apr 2022]"
"246","63979","FIGNL1","fidgetin like 1","7","7p12.2","Homo sapiens","human","This gene encodes a member of the AAA ATPase family of proteins. The encoded protein is recruited to sites of DNA damage where it plays a role in DNA double-strand break repair via homologous recombination. This protein has also been shown to localize to the centrosome and inhibit ciliogenesis, and may regulate the proliferation and differentiation of osteoblasts. [provided by RefSeq, Oct 2016]"
"247","2890","GRIA1","glutamate ionotropic receptor AMPA type subunit 1","5","5q33.2","Homo sapiens","human","Glutamate receptors are the predominant excitatory neurotransmitter receptors in the mammalian brain and are activated in a variety of normal neurophysiologic processes. These receptors are heteromeric protein complexes with multiple subunits, each possessing transmembrane regions, and all arranged to form a ligand-gated ion channel. The classification of glutamate receptors is based on their activation by different pharmacologic agonists. This gene belongs to a family of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate (AMPA) receptors. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
"248","9361","LONP1","lon peptidase 1, mitochondrial","19","19p13.3","Homo sapiens","human","This gene encodes a mitochondrial matrix protein that belongs to the Lon family of ATP-dependent proteases. This protein mediates the selective degradation of misfolded, unassembled or oxidatively damaged polypeptides in the mitochondrial matrix. It may also have a chaperone function in the assembly of inner membrane protein complexes, and participate in the regulation of mitochondrial gene expression and maintenance of the integrity of the mitochondrial genome. Decreased expression of this gene has been noted in a patient with hereditary spastic paraplegia (PMID:18378094). Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Feb 2013]"
"249","152330","CNTN4","contactin 4","3","3p26.3-p26.2","Homo sapiens","human","This gene encodes a member of the contactin family of immunoglobulins. Contactins are axon-associated cell adhesion molecules that function in neuronal network formation and plasticity. The encoded protein is a glycosylphosphatidylinositol-anchored neuronal membrane protein that may play a role in the formation of axon connections in the developing nervous system. Deletion or mutation of this gene may play a role in 3p deletion syndrome and autism spectrum disorders. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2011]"
